dataset,seed,variant,step,train_loss,cum_flops,compression
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1897,5.645552635192871,675435196.8000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1897,5.673460483551025,450290131.1999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1897,6.040256500244141,337717598.4000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1897,6.784700393676758,225145065.59999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1897,6.162406921386719,112572532.8000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1897,5.498261451721191,562862664.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1898,6.873140335083008,2252637504.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1898,7.09589958190918,1126318752.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1898,7.256596088409424,675791251.2000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1898,7.107530117034912,450527500.7999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1898,7.747738838195801,337895625.6000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1898,7.972922325134277,225263750.39999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1898,7.6473493576049805,112631875.20000009,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1898,6.901848793029785,563159376.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1899,6.736598014831543,2253824352.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1899,6.8087358474731445,1126912176.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1899,6.83540678024292,676147305.6000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1899,6.885928153991699,450764870.3999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1899,7.3601179122924805,338073652.8000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1899,7.826778888702393,225382435.19999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1899,7.403818130493164,112691217.6000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1899,6.773731708526611,563456088.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1900,6.264871120452881,2255011200.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1900,6.334640026092529,1127505600.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1900,6.357370376586914,676503360.0000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1900,6.370649814605713,451002239.9999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1900,6.750905513763428,338251680.00000006,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1900,7.021874904632568,225501119.99999994,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1900,6.92631721496582,112750560.0000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1900,6.26133394241333,563752800.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1901,5.875968933105469,2256198048.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1901,5.875140190124512,1128099024.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1901,5.783437252044678,676859414.4000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1901,5.837783336639404,451239609.5999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1901,6.4094319343566895,338429707.20000005,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1901,6.869725227355957,225619804.79999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1901,6.632557392120361,112809902.4000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1901,5.873002052307129,564049512.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1902,6.5744123458862305,2257384896.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1902,6.597537517547607,1128692448.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1902,6.6698832511901855,677215468.8000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1902,6.780243396759033,451476979.1999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1902,7.606688022613525,338607734.4000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1902,7.917080879211426,225738489.59999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1902,7.578521728515625,112869244.8000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1902,6.6769914627075195,564346224.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1903,5.857179641723633,2258571744.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1903,5.877030849456787,1129285872.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1903,6.03577184677124,677571523.2000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1903,6.251805305480957,451714348.7999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1903,6.89269495010376,338785761.6000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1903,7.172530651092529,225857174.39999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1903,6.8820037841796875,112928587.20000009,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1903,6.0278544425964355,564642936.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1904,6.663482666015625,2259758592.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1904,6.69371223449707,1129879296.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1904,6.628687858581543,677927577.6000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1904,6.725131034851074,451951718.3999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1904,7.569860458374023,338963788.8000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1904,7.915289878845215,225975859.19999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1904,7.6210432052612305,112987929.6000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1904,6.642950057983398,564939648.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1905,7.557568073272705,2260945440.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1905,7.720383167266846,1130472720.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1905,7.69751501083374,678283632.0000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1905,7.869657516479492,452189087.9999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1905,7.907824993133545,339141816.00000006,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1905,8.077310562133789,226094543.99999994,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1905,7.777772426605225,113047272.0000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1905,7.552571773529053,565236360.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1906,5.59560489654541,2262132288.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1906,5.684747219085693,1131066144.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1906,5.586912155151367,678639686.4000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1906,6.003177642822266,452426457.5999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1906,6.430967330932617,339319843.2000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1906,6.890804767608643,226213228.79999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1906,6.564788818359375,113106614.4000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1906,5.641385078430176,565533072.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1907,5.205658912658691,2263319136.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1907,5.237480163574219,1131659568.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1907,5.341072082519531,678995740.8000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1907,5.311654567718506,452663827.1999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1907,6.5047407150268555,339497870.4000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1907,7.084153175354004,226331913.59999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1907,6.5402069091796875,113165956.8000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1907,5.162326812744141,565829784.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1908,7.811999320983887,2264505984.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1908,7.935635089874268,1132252992.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1908,8.12075424194336,679351795.2000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1908,8.040983200073242,452901196.7999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1908,8.474944114685059,339675897.6000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1908,8.587294578552246,226450598.39999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1908,8.394112586975098,113225299.2000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1908,7.874969482421875,566126496.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1909,5.541767120361328,2265692832.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1909,5.574222564697266,1132846416.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1909,5.6393842697143555,679707849.6000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1909,5.686882972717285,453138566.3999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1909,6.015716075897217,339853924.8000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1909,6.306325912475586,226569283.19999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1909,6.15293025970459,113284641.6000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1909,5.423111915588379,566423208.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1910,6.582655429840088,2266879680.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1910,6.426762580871582,1133439840.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1910,6.40865421295166,680063904.0000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1910,6.783899307250977,453375935.9999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1910,7.310800552368164,340031952.00000006,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1910,7.611735820770264,226687967.99999994,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1910,7.3282999992370605,113343984.0000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1910,6.710853576660156,566719920.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1911,6.987922191619873,2268066528.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1911,6.8209733963012695,1134033264.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1911,6.951054573059082,680419958.4000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1911,7.151420593261719,453613305.5999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1911,7.691739082336426,340209979.2000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1911,7.783840656280518,226806652.79999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1911,7.582415580749512,113403326.4000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1911,6.844572067260742,567016632.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1912,6.201326370239258,2269253376.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1912,6.127673149108887,1134626688.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1912,6.537208557128906,680776012.8000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1912,6.290856838226318,453850675.1999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1912,6.963771343231201,340388006.4000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1912,7.647657871246338,226925337.59999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1912,6.944303035736084,113462668.8000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1912,6.100646018981934,567313344.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1913,5.915970802307129,2270440224.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1913,6.006816387176514,1135220112.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1913,6.106681823730469,681132067.2000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1913,6.252973556518555,454088044.7999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1913,6.916727066040039,340566033.6000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1913,7.249039649963379,227044022.39999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1913,6.882911205291748,113522011.2000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1913,6.124330997467041,567610056.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1914,5.9506988525390625,2271627072.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1914,5.810116767883301,1135813536.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1914,5.961394786834717,681488121.6000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1914,6.144959449768066,454325414.3999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1914,6.754828929901123,340744060.8000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1914,7.335474014282227,227162707.19999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1914,6.896894454956055,113581353.6000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1914,5.928088188171387,567906768.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1915,5.541617393493652,2272813920.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1915,5.664000034332275,1136406960.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1915,5.8319268226623535,681844176.0000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1915,5.78549861907959,454562783.9999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1915,6.38299560546875,340922088.00000006,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1915,6.78666877746582,227281391.99999994,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1915,6.396295547485352,113640696.0000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1915,5.52169132232666,568203480.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1916,5.433008193969727,2274000768.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1916,5.425896644592285,1137000384.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1916,5.676586151123047,682200230.4000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1916,5.664620399475098,454800153.5999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1916,5.939552307128906,341100115.2000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1916,6.420619010925293,227400076.79999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1916,6.089045524597168,113700038.4000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1916,5.331864356994629,568500192.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1917,6.806903839111328,2275187616.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1917,6.9287004470825195,1137593808.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1917,6.883329391479492,682556284.8000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1917,7.090139389038086,455037523.1999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1917,7.256960868835449,341278142.4000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1917,7.773879051208496,227518761.59999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1917,7.310766220092773,113759380.8000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1917,6.843202114105225,568796904.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1918,6.1305646896362305,2276374464.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1918,6.264132976531982,1138187232.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1918,6.29146146774292,682912339.2000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1918,6.37038516998291,455274892.7999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1918,6.811583518981934,341456169.6000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1918,7.459223747253418,227637446.39999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1918,6.820311546325684,113818723.2000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1918,6.092185974121094,569093616.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1919,6.335681915283203,2277561312.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1919,6.398696422576904,1138780656.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1919,6.474712371826172,683268393.6000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1919,6.414261817932129,455512262.3999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1919,6.85408878326416,341634196.8000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1919,7.490391731262207,227756131.19999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1919,7.055250644683838,113878065.6000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1919,6.278362274169922,569390328.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1920,6.390653610229492,2278748160.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1920,6.19133186340332,1139374080.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1920,6.470590591430664,683624448.0000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1920,6.75541877746582,455749631.9999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1920,7.277186870574951,341812224.00000006,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1920,7.731715202331543,227874815.99999994,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1920,7.3462324142456055,113937408.0000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1920,6.365349769592285,569687040.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1921,6.268961429595947,2279935008.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1921,6.133482456207275,1139967504.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1921,6.457359313964844,683980502.4000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1921,6.480105876922607,455987001.5999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1921,7.018731117248535,341990251.2000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1921,7.683990478515625,227993500.79999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1921,7.129998683929443,113996750.4000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1921,6.174025058746338,569983752.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1922,6.248532772064209,2281121856.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1922,6.329913139343262,1140560928.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1922,6.427739143371582,684336556.8000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1922,6.494967460632324,456224371.1999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1922,7.008342742919922,342168278.4000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1922,7.765931129455566,228112185.59999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1922,7.186358451843262,114056092.8000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1922,6.185242176055908,570280464.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1923,7.158641338348389,2282308704.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1923,7.138894081115723,1141154352.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1923,7.275467872619629,684692611.2000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1923,7.415866851806641,456461740.7999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1923,7.626036167144775,342346305.6000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1923,7.715045928955078,228230870.39999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1923,7.559967041015625,114115435.2000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1923,7.108818054199219,570577176.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1924,6.870800018310547,2283495552.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1924,7.021749496459961,1141747776.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1924,7.1217265129089355,685048665.6000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1924,7.042551040649414,456699110.3999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1924,7.134091377258301,342524332.8000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1924,7.509629249572754,228349555.19999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1924,6.995847702026367,114174777.6000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1924,6.904631614685059,570873888.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1925,6.74918270111084,2284682400.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1925,6.804703712463379,1142341200.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1925,6.796073913574219,685404720.0000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1925,6.968538284301758,456936479.9999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1925,7.344359397888184,342702360.00000006,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1925,7.826925754547119,228468239.99999994,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1925,7.389892578125,114234120.0000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1925,6.742551803588867,571170600.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1926,6.974808692932129,2285869248.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1926,6.962630271911621,1142934624.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1926,6.9404802322387695,685760774.4000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1926,6.942816734313965,457173849.5999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1926,7.280632019042969,342880387.2000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1926,7.644680500030518,228586924.79999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1926,7.363938331604004,114293462.4000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1926,7.019875526428223,571467312.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1927,5.630214691162109,2287056096.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1927,5.826267242431641,1143528048.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1927,5.758216857910156,686116828.8000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1927,5.8352813720703125,457411219.1999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1927,5.906071662902832,343058414.4000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1927,6.177643299102783,228705609.59999996,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1927,5.789583206176758,114352804.8000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1927,5.597351551055908,571764024.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1928,7.263957977294922,2288242944.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1928,7.184945106506348,1144121472.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1928,7.177445411682129,686472883.2000002,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1928,7.144944190979004,457648588.7999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1928,7.30316162109375,343236441.6000001,6.666666666666665
TransformerLM_LM1B_MultiRuntime_0,7,prune_90,1928,7.818650722503662,228824294.39999995,10.000000000000002
TransformerLM_LM1B_MultiRuntime_0,7,prune_95,1928,7.423777103424072,114412147.2000001,19.999999999999982
TransformerLM_LM1B_MultiRuntime_0,7,quant8,1928,7.039776802062988,572060736.0,4.0
TransformerLM_LM1B_MultiRuntime_0,7,celo,1929,7.67935848236084,2289429792.0,1.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_50,1929,7.394482135772705,1144714896.0,2.0
TransformerLM_LM1B_MultiRuntime_0,7,prune_70,1929,7.558453559875488,686828937.6000001,3.3333333333333326
TransformerLM_LM1B_MultiRuntime_0,7,prune_80,1929,7.761806964874268,457885958.3999999,5.000000000000001
TransformerLM_LM1B_MultiRuntime_0,7,prune_85,1929,7.89170503616333,343414468.8000001,6.666666666666665
