seed,variant,step,train_loss,cum_flops,compression
7,celo,23,8.231582641601562,27297504.0,1.0
7,prune_50,23,8.288320541381836,13648752.0,2.0
7,prune_75,23,8.348819732666016,6824376.0,4.0
7,prune_90,23,8.320280075073242,2729750.3999999994,10.000000000000002
7,quant8,23,8.29401683807373,6824376.0,4.0
7,celo,24,9.031601905822754,28484352.0,1.0
7,prune_50,24,8.895526885986328,14242176.0,2.0
7,prune_75,24,9.043450355529785,7121088.0,4.0
7,prune_90,24,8.806159019470215,2848435.1999999993,10.000000000000002
7,quant8,24,8.925785064697266,7121088.0,4.0
7,celo,25,8.758184432983398,29671200.0,1.0
7,prune_50,25,8.62629508972168,14835600.0,2.0
7,prune_75,25,8.540761947631836,7417800.0,4.0
7,prune_90,25,8.724864959716797,2967119.9999999995,10.000000000000002
7,quant8,25,8.604240417480469,7417800.0,4.0
7,celo,26,8.192144393920898,30858048.0,1.0
7,prune_50,26,8.231767654418945,15429024.0,2.0
7,prune_75,26,8.261007308959961,7714512.0,4.0
7,prune_90,26,8.09129810333252,3085804.7999999993,10.000000000000002
7,quant8,26,8.056514739990234,7714512.0,4.0
7,celo,27,7.6232123374938965,32044896.0,1.0
7,prune_50,27,7.5452094078063965,16022448.0,2.0
7,prune_75,27,7.619831085205078,8011224.0,4.0
7,prune_90,27,7.790768146514893,3204489.599999999,10.000000000000002
7,quant8,27,7.761318206787109,8011224.0,4.0
7,celo,28,7.633255958557129,33231744.0,1.0
7,prune_50,28,7.519001007080078,16615872.0,2.0
7,prune_75,28,7.577968597412109,8307936.0,4.0
7,prune_90,28,7.58951473236084,3323174.3999999994,10.000000000000002
7,quant8,28,7.529428482055664,8307936.0,4.0
7,celo,29,6.787425994873047,34418592.0,1.0
7,prune_50,29,6.80357027053833,17209296.0,2.0
7,prune_75,29,6.841467380523682,8604648.0,4.0
7,prune_90,29,6.693921089172363,3441859.1999999993,10.000000000000002
7,quant8,29,6.784447193145752,8604648.0,4.0
7,celo,30,8.347888946533203,35605440.0,1.0
7,prune_50,30,8.431890487670898,17802720.0,2.0
7,prune_75,30,8.385553359985352,8901360.0,4.0
7,prune_90,30,8.369172096252441,3560543.999999999,10.000000000000002
7,quant8,30,8.505634307861328,8901360.0,4.0
7,celo,31,8.258712768554688,36792288.0,1.0
7,prune_50,31,8.283000946044922,18396144.0,2.0
7,prune_75,31,8.315956115722656,9198072.0,4.0
7,prune_90,31,8.141136169433594,3679228.7999999993,10.000000000000002
7,quant8,31,8.27957820892334,9198072.0,4.0
7,celo,32,6.227157115936279,37979136.0,1.0
7,prune_50,32,6.087837219238281,18989568.0,2.0
7,prune_75,32,6.104037761688232,9494784.0,4.0
7,prune_90,32,6.134530067443848,3797913.599999999,10.000000000000002
7,quant8,32,5.907773971557617,9494784.0,4.0
7,celo,33,7.564163684844971,39165984.0,1.0
7,prune_50,33,7.88904333114624,19582992.0,2.0
7,prune_75,33,7.746774673461914,9791496.0,4.0
7,prune_90,33,7.929589748382568,3916598.399999999,10.000000000000002
7,quant8,33,7.919311046600342,9791496.0,4.0
7,celo,34,7.226291179656982,40352832.0,1.0
7,prune_50,34,7.361630439758301,20176416.0,2.0
7,prune_75,34,7.174308776855469,10088208.0,4.0
7,prune_90,34,7.206421852111816,4035283.1999999993,10.000000000000002
7,quant8,34,7.121464252471924,10088208.0,4.0
7,celo,35,8.571660041809082,41539680.0,1.0
7,prune_50,35,8.503752708435059,20769840.0,2.0
7,prune_75,35,8.570676803588867,10384920.0,4.0
7,prune_90,35,8.698013305664062,4153967.999999999,10.000000000000002
7,quant8,35,8.681473731994629,10384920.0,4.0
7,celo,36,7.790380001068115,42726528.0,1.0
7,prune_50,36,7.824488162994385,21363264.0,2.0
7,prune_75,36,7.614250183105469,10681632.0,4.0
7,prune_90,36,7.601766109466553,4272652.799999999,10.000000000000002
7,quant8,36,7.762049674987793,10681632.0,4.0
7,celo,37,7.987901210784912,43913376.0,1.0
7,prune_50,37,7.905273914337158,21956688.0,2.0
7,prune_75,37,8.064995765686035,10978344.0,4.0
7,prune_90,37,7.886114120483398,4391337.599999999,10.000000000000002
7,quant8,37,7.889709949493408,10978344.0,4.0
7,celo,38,7.299033164978027,45100224.0,1.0
7,prune_50,38,7.178689956665039,22550112.0,2.0
7,prune_75,38,7.318374156951904,11275056.0,4.0
7,prune_90,38,7.425037860870361,4510022.399999999,10.000000000000002
7,quant8,38,7.298080921173096,11275056.0,4.0
7,celo,39,6.845422744750977,46287072.0,1.0
7,prune_50,39,6.969791412353516,23143536.0,2.0
7,prune_75,39,6.808773040771484,11571768.0,4.0
7,prune_90,39,6.767236709594727,4628707.199999999,10.000000000000002
7,quant8,39,6.76222038269043,11571768.0,4.0
7,celo,40,8.290754318237305,47473920.0,1.0
7,prune_50,40,8.254582405090332,23736960.0,2.0
7,prune_75,40,8.207344055175781,11868480.0,4.0
7,prune_90,40,8.34418773651123,4747391.999999999,10.000000000000002
7,quant8,40,8.287304878234863,11868480.0,4.0
7,celo,41,7.918329238891602,48660768.0,1.0
7,prune_50,41,8.017126083374023,24330384.0,2.0
7,prune_75,41,8.096900939941406,12165192.0,4.0
7,prune_90,41,7.940508842468262,4866076.799999999,10.000000000000002
7,quant8,41,7.838123321533203,12165192.0,4.0
7,celo,42,8.64906120300293,49847616.0,1.0
7,prune_50,42,8.655622482299805,24923808.0,2.0
7,prune_75,42,8.55067253112793,12461904.0,4.0
7,prune_90,42,8.585843086242676,4984761.599999999,10.000000000000002
7,quant8,42,8.654407501220703,12461904.0,4.0
7,celo,43,7.04949951171875,51034464.0,1.0
7,prune_50,43,7.100531578063965,25517232.0,2.0
7,prune_75,43,7.107049942016602,12758616.0,4.0
7,prune_90,43,7.0365400314331055,5103446.3999999985,10.000000000000002
7,quant8,43,7.016782760620117,12758616.0,4.0
7,celo,44,7.15024471282959,52221312.0,1.0
7,prune_50,44,7.057823181152344,26110656.0,2.0
7,prune_75,44,7.182906150817871,13055328.0,4.0
7,prune_90,44,7.234275817871094,5222131.199999999,10.000000000000002
7,quant8,44,7.233180999755859,13055328.0,4.0
7,celo,45,8.288253784179688,53408160.0,1.0
7,prune_50,45,8.014944076538086,26704080.0,2.0
7,prune_75,45,8.112586975097656,13352040.0,4.0
7,prune_90,45,8.161141395568848,5340815.999999999,10.000000000000002
7,quant8,45,8.119218826293945,13352040.0,4.0
7,celo,46,7.388566017150879,54595008.0,1.0
7,prune_50,46,7.462383270263672,27297504.0,2.0
7,prune_75,46,7.348348617553711,13648752.0,4.0
7,prune_90,46,7.29996919631958,5459500.799999999,10.000000000000002
7,quant8,46,7.441434860229492,13648752.0,4.0
7,celo,47,7.39326286315918,55781856.0,1.0
7,prune_50,47,7.2715606689453125,27890928.0,2.0
7,prune_75,47,7.326208114624023,13945464.0,4.0
7,prune_90,47,7.286334037780762,5578185.599999999,10.000000000000002
7,quant8,47,7.352797508239746,13945464.0,4.0
7,celo,48,6.44785213470459,56968704.0,1.0
7,prune_50,48,6.5173845291137695,28484352.0,2.0
7,prune_75,48,6.36070442199707,14242176.0,4.0
7,prune_90,48,6.466958999633789,5696870.3999999985,10.000000000000002
7,quant8,48,6.422300338745117,14242176.0,4.0
7,celo,49,7.63720703125,58155552.0,1.0
7,prune_50,49,7.618619441986084,29077776.0,2.0
7,prune_75,49,7.714173793792725,14538888.0,4.0
7,prune_90,49,7.5743513107299805,5815555.199999998,10.000000000000002
7,quant8,49,7.638128280639648,14538888.0,4.0
7,celo,50,7.364361763000488,59342400.0,1.0
7,prune_50,50,7.384566783905029,29671200.0,2.0
7,prune_75,50,7.506750106811523,14835600.0,4.0
7,prune_90,50,7.419726848602295,5934239.999999999,10.000000000000002
7,quant8,50,7.392391204833984,14835600.0,4.0
7,celo,51,7.445321083068848,60529248.0,1.0
7,prune_50,51,7.363361358642578,30264624.0,2.0
7,prune_75,51,7.440206050872803,15132312.0,4.0
7,prune_90,51,7.356139659881592,6052924.799999999,10.000000000000002
7,quant8,51,7.269769668579102,15132312.0,4.0
7,celo,52,7.400053977966309,61716096.0,1.0
7,prune_50,52,7.447904109954834,30858048.0,2.0
7,prune_75,52,7.560356140136719,15429024.0,4.0
7,prune_90,52,7.543227195739746,6171609.599999999,10.000000000000002
7,quant8,52,7.427823066711426,15429024.0,4.0
7,celo,53,7.8772873878479,62902944.0,1.0
7,prune_50,53,7.784308910369873,31451472.0,2.0
7,prune_75,53,7.742090225219727,15725736.0,4.0
7,prune_90,53,7.895689010620117,6290294.3999999985,10.000000000000002
7,quant8,53,7.756915092468262,15725736.0,4.0
7,celo,54,7.999695301055908,64089792.0,1.0
7,prune_50,54,7.78466272354126,32044896.0,2.0
7,prune_75,54,8.025354385375977,16022448.0,4.0
7,prune_90,54,8.076772689819336,6408979.199999998,10.000000000000002
7,quant8,54,8.120420455932617,16022448.0,4.0
7,celo,55,7.556555271148682,65276640.0,1.0
7,prune_50,55,7.621840000152588,32638320.0,2.0
7,prune_75,55,7.5640974044799805,16319160.0,4.0
7,prune_90,55,7.6808271408081055,6527663.999999998,10.000000000000002
7,quant8,55,7.687179088592529,16319160.0,4.0
7,celo,56,7.532416343688965,66463488.0,1.0
7,prune_50,56,7.555095672607422,33231744.0,2.0
7,prune_75,56,7.476363658905029,16615872.0,4.0
7,prune_90,56,7.448041915893555,6646348.799999999,10.000000000000002
7,quant8,56,7.45888614654541,16615872.0,4.0
7,celo,57,8.459871292114258,67650336.0,1.0
7,prune_50,57,8.407266616821289,33825168.0,2.0
7,prune_75,57,8.483231544494629,16912584.0,4.0
7,prune_90,57,8.529529571533203,6765033.599999999,10.000000000000002
7,quant8,57,8.36345386505127,16912584.0,4.0
7,celo,58,7.5116753578186035,68837184.0,1.0
7,prune_50,58,7.51940393447876,34418592.0,2.0
7,prune_75,58,7.6343464851379395,17209296.0,4.0
7,prune_90,58,7.5272111892700195,6883718.3999999985,10.000000000000002
7,quant8,58,7.486529350280762,17209296.0,4.0
7,celo,59,7.19991397857666,70024032.0,1.0
7,prune_50,59,7.278735160827637,35012016.0,2.0
7,prune_75,59,7.347287654876709,17506008.0,4.0
7,prune_90,59,7.1813249588012695,7002403.199999998,10.000000000000002
7,quant8,59,7.087314605712891,17506008.0,4.0
7,celo,60,6.916872501373291,71210880.0,1.0
7,prune_50,60,6.9922637939453125,35605440.0,2.0
7,prune_75,60,6.848250389099121,17802720.0,4.0
7,prune_90,60,6.856195449829102,7121087.999999998,10.000000000000002
7,quant8,60,6.942013263702393,17802720.0,4.0
7,celo,61,8.296874046325684,72397728.0,1.0
7,prune_50,61,8.27844524383545,36198864.0,2.0
7,prune_75,61,8.296621322631836,18099432.0,4.0
7,prune_90,61,8.336894035339355,7239772.799999998,10.000000000000002
7,quant8,61,8.392900466918945,18099432.0,4.0
7,celo,62,7.956616401672363,73584576.0,1.0
7,prune_50,62,7.99409294128418,36792288.0,2.0
7,prune_75,62,8.035447120666504,18396144.0,4.0
7,prune_90,62,8.054549217224121,7358457.599999999,10.000000000000002
7,quant8,62,8.06760025024414,18396144.0,4.0
7,celo,63,7.471271514892578,74771424.0,1.0
7,prune_50,63,7.494361877441406,37385712.0,2.0
7,prune_75,63,7.420345783233643,18692856.0,4.0
7,prune_90,63,7.376225471496582,7477142.3999999985,10.000000000000002
7,quant8,63,7.378445625305176,18692856.0,4.0
7,celo,64,7.252401828765869,75958272.0,1.0
7,prune_50,64,7.323760986328125,37979136.0,2.0
7,prune_75,64,7.295533180236816,18989568.0,4.0
7,prune_90,64,7.228677749633789,7595827.199999998,10.000000000000002
7,quant8,64,7.264598846435547,18989568.0,4.0
7,celo,65,7.537012100219727,77145120.0,1.0
7,prune_50,65,7.474051475524902,38572560.0,2.0
7,prune_75,65,7.577775001525879,19286280.0,4.0
7,prune_90,65,7.569911956787109,7714511.999999998,10.000000000000002
7,quant8,65,7.564505577087402,19286280.0,4.0
7,celo,66,6.994427680969238,78331968.0,1.0
7,prune_50,66,7.033070087432861,39165984.0,2.0
7,prune_75,66,6.890964508056641,19582992.0,4.0
7,prune_90,66,6.86677360534668,7833196.799999998,10.000000000000002
7,quant8,66,6.962555885314941,19582992.0,4.0
7,celo,67,7.739038467407227,79518816.0,1.0
7,prune_50,67,7.6243977546691895,39759408.0,2.0
7,prune_75,67,7.653217315673828,19879704.0,4.0
7,prune_90,67,7.665598392486572,7951881.599999999,10.000000000000002
7,quant8,67,7.706829071044922,19879704.0,4.0
7,celo,68,7.618011474609375,80705664.0,1.0
7,prune_50,68,7.594459533691406,40352832.0,2.0
7,prune_75,68,7.705326080322266,20176416.0,4.0
7,prune_90,68,7.693669319152832,8070566.3999999985,10.000000000000002
7,quant8,68,7.60366153717041,20176416.0,4.0
7,celo,69,7.851017475128174,81892512.0,1.0
7,prune_50,69,7.700445175170898,40946256.0,2.0
7,prune_75,69,7.725635528564453,20473128.0,4.0
7,prune_90,69,7.6519012451171875,8189251.199999998,10.000000000000002
7,quant8,69,7.677615165710449,20473128.0,4.0
7,celo,70,6.662206649780273,83079360.0,1.0
7,prune_50,70,6.814929962158203,41539680.0,2.0
7,prune_75,70,6.708200454711914,20769840.0,4.0
7,prune_90,70,6.58809232711792,8307935.999999998,10.000000000000002
7,quant8,70,6.6658935546875,20769840.0,4.0
7,celo,71,6.947109699249268,84266208.0,1.0
7,prune_50,71,6.987616062164307,42133104.0,2.0
7,prune_75,71,6.9891839027404785,21066552.0,4.0
7,prune_90,71,6.92919921875,8426620.799999999,10.000000000000002
7,quant8,71,6.925503730773926,21066552.0,4.0
7,celo,72,6.375619888305664,85453056.0,1.0
7,prune_50,72,6.474747657775879,42726528.0,2.0
7,prune_75,72,6.584672927856445,21363264.0,4.0
7,prune_90,72,6.51126766204834,8545305.599999998,10.000000000000002
7,quant8,72,6.433718681335449,21363264.0,4.0
7,celo,73,7.7283124923706055,86639904.0,1.0
7,prune_50,73,7.7020745277404785,43319952.0,2.0
7,prune_75,73,7.73055362701416,21659976.0,4.0
7,prune_90,73,7.713145732879639,8663990.399999999,10.000000000000002
7,quant8,73,7.629217147827148,21659976.0,4.0
7,celo,74,7.820491790771484,87826752.0,1.0
7,prune_50,74,7.801420211791992,43913376.0,2.0
7,prune_75,74,7.787903308868408,21956688.0,4.0
7,prune_90,74,7.802650451660156,8782675.199999997,10.000000000000002
7,quant8,74,7.74749755859375,21956688.0,4.0
7,celo,75,7.024641990661621,89013600.0,1.0
7,prune_50,75,7.057148456573486,44506800.0,2.0
7,prune_75,75,6.992389678955078,22253400.0,4.0
7,prune_90,75,7.217103958129883,8901359.999999998,10.000000000000002
7,quant8,75,7.054770469665527,22253400.0,4.0
7,celo,76,7.807648658752441,90200448.0,1.0
7,prune_50,76,7.677753448486328,45100224.0,2.0
7,prune_75,76,7.658760070800781,22550112.0,4.0
7,prune_90,76,7.7170939445495605,9020044.799999999,10.000000000000002
7,quant8,76,7.608230113983154,22550112.0,4.0
7,celo,77,7.927524089813232,91387296.0,1.0
7,prune_50,77,8.027629852294922,45693648.0,2.0
7,prune_75,77,7.990102767944336,22846824.0,4.0
7,prune_90,77,8.061473846435547,9138729.599999998,10.000000000000002
7,quant8,77,7.991048812866211,22846824.0,4.0
7,celo,78,6.649959564208984,92574144.0,1.0
7,prune_50,78,6.669978141784668,46287072.0,2.0
7,prune_75,78,6.712311744689941,23143536.0,4.0
7,prune_90,78,6.635531425476074,9257414.399999999,10.000000000000002
7,quant8,78,6.672503471374512,23143536.0,4.0
7,celo,79,7.218767166137695,93760992.0,1.0
7,prune_50,79,7.1733078956604,46880496.0,2.0
7,prune_75,79,7.157037258148193,23440248.0,4.0
7,prune_90,79,7.2376604080200195,9376099.199999997,10.000000000000002
7,quant8,79,7.156317234039307,23440248.0,4.0
7,celo,80,7.258245944976807,94947840.0,1.0
7,prune_50,80,7.281542778015137,47473920.0,2.0
7,prune_75,80,7.257672309875488,23736960.0,4.0
7,prune_90,80,7.214824676513672,9494783.999999998,10.000000000000002
7,quant8,80,7.141746997833252,23736960.0,4.0
7,celo,81,6.727996349334717,96134688.0,1.0
7,prune_50,81,6.760112285614014,48067344.0,2.0
7,prune_75,81,6.810145854949951,24033672.0,4.0
7,prune_90,81,6.81072473526001,9613468.799999997,10.000000000000002
7,quant8,81,6.651786804199219,24033672.0,4.0
7,celo,82,7.525211334228516,97321536.0,1.0
7,prune_50,82,7.408267021179199,48660768.0,2.0
7,prune_75,82,7.5368266105651855,24330384.0,4.0
7,prune_90,82,7.455111980438232,9732153.599999998,10.000000000000002
7,quant8,82,7.603106498718262,24330384.0,4.0
7,celo,83,7.510231971740723,98508384.0,1.0
7,prune_50,83,7.618171691894531,49254192.0,2.0
7,prune_75,83,7.673094272613525,24627096.0,4.0
7,prune_90,83,7.556125640869141,9850838.399999999,10.000000000000002
7,quant8,83,7.6235246658325195,24627096.0,4.0
7,celo,84,7.3561177253723145,99695232.0,1.0
7,prune_50,84,7.337642669677734,49847616.0,2.0
7,prune_75,84,7.183819770812988,24923808.0,4.0
7,prune_90,84,7.309144973754883,9969523.199999997,10.000000000000002
7,quant8,84,7.239428520202637,24923808.0,4.0
7,celo,85,7.0599565505981445,100882080.0,1.0
7,prune_50,85,7.051136493682861,50441040.0,2.0
7,prune_75,85,6.911277770996094,25220520.0,4.0
7,prune_90,85,7.084952354431152,10088207.999999998,10.000000000000002
7,quant8,85,7.084480285644531,25220520.0,4.0
7,celo,86,7.49547815322876,102068928.0,1.0
7,prune_50,86,7.5339202880859375,51034464.0,2.0
7,prune_75,86,7.5484466552734375,25517232.0,4.0
7,prune_90,86,7.432321548461914,10206892.799999997,10.000000000000002
7,quant8,86,7.366653919219971,25517232.0,4.0
7,celo,87,7.956049919128418,103255776.0,1.0
7,prune_50,87,7.9659271240234375,51627888.0,2.0
7,prune_75,87,8.01036262512207,25813944.0,4.0
7,prune_90,87,8.000906944274902,10325577.599999998,10.000000000000002
7,quant8,87,7.811855316162109,25813944.0,4.0
7,celo,88,8.281394958496094,104442624.0,1.0
7,prune_50,88,8.34858512878418,52221312.0,2.0
7,prune_75,88,8.227827072143555,26110656.0,4.0
7,prune_90,88,8.29123306274414,10444262.399999999,10.000000000000002
7,quant8,88,8.33945083618164,26110656.0,4.0
7,celo,89,7.424524307250977,105629472.0,1.0
7,prune_50,89,7.325545787811279,52814736.0,2.0
7,prune_75,89,7.57262659072876,26407368.0,4.0
7,prune_90,89,7.430874347686768,10562947.199999997,10.000000000000002
7,quant8,89,7.295138835906982,26407368.0,4.0
7,celo,90,7.9229912757873535,106816320.0,1.0
7,prune_50,90,7.891342639923096,53408160.0,2.0
7,prune_75,90,7.9116950035095215,26704080.0,4.0
7,prune_90,90,7.852479457855225,10681631.999999998,10.000000000000002
7,quant8,90,7.862912178039551,26704080.0,4.0
7,celo,91,7.734889507293701,108003168.0,1.0
7,prune_50,91,7.628362655639648,54001584.0,2.0
7,prune_75,91,7.84775972366333,27000792.0,4.0
7,prune_90,91,7.755434036254883,10800316.799999997,10.000000000000002
7,quant8,91,7.886030197143555,27000792.0,4.0
7,celo,92,7.865175247192383,109190016.0,1.0
7,prune_50,92,7.828664779663086,54595008.0,2.0
7,prune_75,92,7.767043113708496,27297504.0,4.0
7,prune_90,92,7.940289497375488,10919001.599999998,10.000000000000002
7,quant8,92,7.970475196838379,27297504.0,4.0
7,celo,93,7.036427974700928,110376864.0,1.0
7,prune_50,93,7.037446022033691,55188432.0,2.0
7,prune_75,93,6.894459247589111,27594216.0,4.0
7,prune_90,93,6.986143112182617,11037686.399999997,10.000000000000002
7,quant8,93,6.980106830596924,27594216.0,4.0
7,celo,94,6.901895999908447,111563712.0,1.0
7,prune_50,94,6.933298110961914,55781856.0,2.0
7,prune_75,94,6.913656234741211,27890928.0,4.0
7,prune_90,94,7.007872104644775,11156371.199999997,10.000000000000002
7,quant8,94,6.987703323364258,27890928.0,4.0
7,celo,95,8.023811340332031,112750560.0,1.0
7,prune_50,95,7.9595947265625,56375280.0,2.0
7,prune_75,95,8.013840675354004,28187640.0,4.0
7,prune_90,95,7.93864107131958,11275055.999999998,10.000000000000002
7,quant8,95,7.91743278503418,28187640.0,4.0
7,celo,96,8.518765449523926,113937408.0,1.0
7,prune_50,96,8.526494026184082,56968704.0,2.0
7,prune_75,96,8.41501235961914,28484352.0,4.0
7,prune_90,96,8.456769943237305,11393740.799999997,10.000000000000002
7,quant8,96,8.561922073364258,28484352.0,4.0
7,celo,97,7.546858787536621,115124256.0,1.0
7,prune_50,97,7.376776218414307,57562128.0,2.0
7,prune_75,97,7.396605968475342,28781064.0,4.0
7,prune_90,97,7.503052711486816,11512425.599999998,10.000000000000002
7,quant8,97,7.465047836303711,28781064.0,4.0
7,celo,98,6.484471797943115,116311104.0,1.0
7,prune_50,98,6.523500442504883,58155552.0,2.0
7,prune_75,98,6.623476982116699,29077776.0,4.0
7,prune_90,98,6.689258098602295,11631110.399999997,10.000000000000002
7,quant8,98,6.721164703369141,29077776.0,4.0
7,celo,99,8.049809455871582,117497952.0,1.0
7,prune_50,99,8.115843772888184,58748976.0,2.0
7,prune_75,99,8.21789836883545,29374488.0,4.0
7,prune_90,99,8.19131851196289,11749795.199999997,10.000000000000002
7,quant8,99,8.174816131591797,29374488.0,4.0
7,celo,100,6.985308647155762,118684800.0,1.0
7,prune_50,100,6.9450883865356445,59342400.0,2.0
7,prune_75,100,7.012848854064941,29671200.0,4.0
