dataset,run,step,optimizer,train_loss,val_loss
TransformerLM_LM1B_MultiRuntime_0,1,273,celo_fp32,6.420563697814941,6.108971118927002
TransformerLM_LM1B_MultiRuntime_0,1,273,celo_bf16,6.276373386383057,6.2364702224731445
TransformerLM_LM1B_MultiRuntime_0,1,273,celo_fp16,6.3753862380981445,6.152873992919922
TransformerLM_LM1B_MultiRuntime_0,1,273,celo_fp8_e4m3fn,6.396080017089844,6.125144958496094
TransformerLM_LM1B_MultiRuntime_0,1,273,celo_fp8_e5m2,6.413965225219727,6.167893409729004
TransformerLM_LM1B_MultiRuntime_0,1,273,celo_int8,6.393695831298828,6.298613548278809
TransformerLM_LM1B_MultiRuntime_0,1,273,celo_int4,6.303963661193848,6.257305145263672
TransformerLM_LM1B_MultiRuntime_0,1,274,celo_fp32,7.328133583068848,7.362818241119385
TransformerLM_LM1B_MultiRuntime_0,1,274,celo_bf16,7.314320087432861,7.375812530517578
TransformerLM_LM1B_MultiRuntime_0,1,274,celo_fp16,7.145778179168701,7.397532939910889
TransformerLM_LM1B_MultiRuntime_0,1,274,celo_fp8_e4m3fn,7.203560829162598,7.3437700271606445
TransformerLM_LM1B_MultiRuntime_0,1,274,celo_fp8_e5m2,7.345877170562744,7.5363311767578125
TransformerLM_LM1B_MultiRuntime_0,1,274,celo_int8,7.214098930358887,7.34359073638916
TransformerLM_LM1B_MultiRuntime_0,1,274,celo_int4,7.198215484619141,7.443613052368164
TransformerLM_LM1B_MultiRuntime_0,1,275,celo_fp32,7.336704254150391,7.406607151031494
TransformerLM_LM1B_MultiRuntime_0,1,275,celo_bf16,7.441568374633789,7.354752540588379
TransformerLM_LM1B_MultiRuntime_0,1,275,celo_fp16,7.415192604064941,7.530423164367676
TransformerLM_LM1B_MultiRuntime_0,1,275,celo_fp8_e4m3fn,7.396889686584473,7.4538798332214355
TransformerLM_LM1B_MultiRuntime_0,1,275,celo_fp8_e5m2,7.379178524017334,7.6131591796875
TransformerLM_LM1B_MultiRuntime_0,1,275,celo_int8,7.297161102294922,7.394925117492676
TransformerLM_LM1B_MultiRuntime_0,1,275,celo_int4,7.412069320678711,7.365362167358398
TransformerLM_LM1B_MultiRuntime_0,1,276,celo_fp32,6.805880546569824,7.662772178649902
TransformerLM_LM1B_MultiRuntime_0,1,276,celo_bf16,6.803529262542725,7.600096702575684
TransformerLM_LM1B_MultiRuntime_0,1,276,celo_fp16,6.832762718200684,7.701369762420654
TransformerLM_LM1B_MultiRuntime_0,1,276,celo_fp8_e4m3fn,6.855573654174805,7.64707088470459
TransformerLM_LM1B_MultiRuntime_0,1,276,celo_fp8_e5m2,6.866489887237549,7.6695427894592285
TransformerLM_LM1B_MultiRuntime_0,1,276,celo_int8,6.837051868438721,7.609378814697266
TransformerLM_LM1B_MultiRuntime_0,1,276,celo_int4,6.880690574645996,7.7235612869262695
TransformerLM_LM1B_MultiRuntime_0,1,277,celo_fp32,6.889651298522949,7.128779411315918
TransformerLM_LM1B_MultiRuntime_0,1,277,celo_bf16,6.955138206481934,7.092906951904297
TransformerLM_LM1B_MultiRuntime_0,1,277,celo_fp16,6.912317276000977,7.075046062469482
TransformerLM_LM1B_MultiRuntime_0,1,277,celo_fp8_e4m3fn,6.932772636413574,7.1113409996032715
TransformerLM_LM1B_MultiRuntime_0,1,277,celo_fp8_e5m2,6.860909938812256,7.142506122589111
TransformerLM_LM1B_MultiRuntime_0,1,277,celo_int8,6.929897308349609,7.221057891845703
TransformerLM_LM1B_MultiRuntime_0,1,277,celo_int4,6.983278274536133,6.945181846618652
TransformerLM_LM1B_MultiRuntime_0,1,278,celo_fp32,5.474177837371826,7.325614929199219
TransformerLM_LM1B_MultiRuntime_0,1,278,celo_bf16,5.629391193389893,7.295919895172119
TransformerLM_LM1B_MultiRuntime_0,1,278,celo_fp16,5.671932220458984,7.328927993774414
TransformerLM_LM1B_MultiRuntime_0,1,278,celo_fp8_e4m3fn,5.586841583251953,7.472662925720215
TransformerLM_LM1B_MultiRuntime_0,1,278,celo_fp8_e5m2,5.594224452972412,7.493951320648193
TransformerLM_LM1B_MultiRuntime_0,1,278,celo_int8,5.6294379234313965,7.363199234008789
TransformerLM_LM1B_MultiRuntime_0,1,278,celo_int4,5.520712852478027,7.32228422164917
TransformerLM_LM1B_MultiRuntime_0,1,279,celo_fp32,7.820187091827393,6.609706401824951
TransformerLM_LM1B_MultiRuntime_0,1,279,celo_bf16,7.824038028717041,6.582149982452393
TransformerLM_LM1B_MultiRuntime_0,1,279,celo_fp16,7.773336410522461,6.620492458343506
TransformerLM_LM1B_MultiRuntime_0,1,279,celo_fp8_e4m3fn,7.748200416564941,6.635530471801758
TransformerLM_LM1B_MultiRuntime_0,1,279,celo_fp8_e5m2,7.884382247924805,6.726257801055908
TransformerLM_LM1B_MultiRuntime_0,1,279,celo_int8,7.777048110961914,6.591953754425049
TransformerLM_LM1B_MultiRuntime_0,1,279,celo_int4,7.706451892852783,6.541820526123047
TransformerLM_LM1B_MultiRuntime_0,1,280,celo_fp32,7.262474536895752,7.870302200317383
TransformerLM_LM1B_MultiRuntime_0,1,280,celo_bf16,7.275967597961426,7.934257507324219
TransformerLM_LM1B_MultiRuntime_0,1,280,celo_fp16,7.392804145812988,7.907766819000244
TransformerLM_LM1B_MultiRuntime_0,1,280,celo_fp8_e4m3fn,7.352585315704346,7.791712284088135
TransformerLM_LM1B_MultiRuntime_0,1,280,celo_fp8_e5m2,7.307350158691406,7.896276473999023
TransformerLM_LM1B_MultiRuntime_0,1,280,celo_int8,7.269575119018555,7.883424758911133
TransformerLM_LM1B_MultiRuntime_0,1,280,celo_int4,7.2323832511901855,7.841340065002441
TransformerLM_LM1B_MultiRuntime_0,1,281,celo_fp32,6.344339370727539,6.2281084060668945
TransformerLM_LM1B_MultiRuntime_0,1,281,celo_bf16,6.336380481719971,6.092587471008301
TransformerLM_LM1B_MultiRuntime_0,1,281,celo_fp16,6.292557716369629,6.098099708557129
TransformerLM_LM1B_MultiRuntime_0,1,281,celo_fp8_e4m3fn,6.388611793518066,6.178701877593994
TransformerLM_LM1B_MultiRuntime_0,1,281,celo_fp8_e5m2,6.35141134262085,6.210587501525879
TransformerLM_LM1B_MultiRuntime_0,1,281,celo_int8,6.388502597808838,6.286834716796875
TransformerLM_LM1B_MultiRuntime_0,1,281,celo_int4,6.244060516357422,6.193300247192383
TransformerLM_LM1B_MultiRuntime_0,1,282,celo_fp32,7.226866722106934,6.688477039337158
TransformerLM_LM1B_MultiRuntime_0,1,282,celo_bf16,7.233342170715332,6.714476585388184
TransformerLM_LM1B_MultiRuntime_0,1,282,celo_fp16,7.259410381317139,6.613295555114746
TransformerLM_LM1B_MultiRuntime_0,1,282,celo_fp8_e4m3fn,7.143393516540527,6.551362991333008
TransformerLM_LM1B_MultiRuntime_0,1,282,celo_fp8_e5m2,7.282139301300049,6.6472859382629395
TransformerLM_LM1B_MultiRuntime_0,1,282,celo_int8,7.198307991027832,6.660170555114746
TransformerLM_LM1B_MultiRuntime_0,1,282,celo_int4,7.194037437438965,6.663851737976074
TransformerLM_LM1B_MultiRuntime_0,1,283,celo_fp32,8.072465896606445,8.082653045654297
TransformerLM_LM1B_MultiRuntime_0,1,283,celo_bf16,8.1395902633667,8.14809799194336
TransformerLM_LM1B_MultiRuntime_0,1,283,celo_fp16,8.120473861694336,8.253826141357422
TransformerLM_LM1B_MultiRuntime_0,1,283,celo_fp8_e4m3fn,8.148687362670898,8.212614059448242
TransformerLM_LM1B_MultiRuntime_0,1,283,celo_fp8_e5m2,8.131608963012695,8.214483261108398
TransformerLM_LM1B_MultiRuntime_0,1,283,celo_int8,8.129737854003906,8.116765975952148
TransformerLM_LM1B_MultiRuntime_0,1,283,celo_int4,8.16796875,8.217970848083496
TransformerLM_LM1B_MultiRuntime_0,1,284,celo_fp32,6.278000831604004,7.547057628631592
TransformerLM_LM1B_MultiRuntime_0,1,284,celo_bf16,6.259702682495117,7.440814018249512
TransformerLM_LM1B_MultiRuntime_0,1,284,celo_fp16,6.268698692321777,7.479586601257324
TransformerLM_LM1B_MultiRuntime_0,1,284,celo_fp8_e4m3fn,6.244415283203125,7.450249671936035
TransformerLM_LM1B_MultiRuntime_0,1,284,celo_fp8_e5m2,6.330395698547363,7.503828048706055
TransformerLM_LM1B_MultiRuntime_0,1,284,celo_int8,6.293276786804199,7.489123344421387
TransformerLM_LM1B_MultiRuntime_0,1,284,celo_int4,6.205204486846924,7.53500509262085
TransformerLM_LM1B_MultiRuntime_0,1,285,celo_fp32,5.512519836425781,7.5070037841796875
TransformerLM_LM1B_MultiRuntime_0,1,285,celo_bf16,5.560785293579102,7.470491409301758
TransformerLM_LM1B_MultiRuntime_0,1,285,celo_fp16,5.538813591003418,7.447909832000732
TransformerLM_LM1B_MultiRuntime_0,1,285,celo_fp8_e4m3fn,5.558435916900635,7.550511360168457
TransformerLM_LM1B_MultiRuntime_0,1,285,celo_fp8_e5m2,5.575922966003418,7.63124942779541
TransformerLM_LM1B_MultiRuntime_0,1,285,celo_int8,5.6129326820373535,7.572495937347412
TransformerLM_LM1B_MultiRuntime_0,1,285,celo_int4,5.685976028442383,7.519080638885498
TransformerLM_LM1B_MultiRuntime_0,1,286,celo_fp32,7.742649078369141,7.477569580078125
TransformerLM_LM1B_MultiRuntime_0,1,286,celo_bf16,7.781893730163574,7.295060157775879
TransformerLM_LM1B_MultiRuntime_0,1,286,celo_fp16,7.740412712097168,7.438197135925293
TransformerLM_LM1B_MultiRuntime_0,1,286,celo_fp8_e4m3fn,7.606044769287109,7.268160820007324
TransformerLM_LM1B_MultiRuntime_0,1,286,celo_fp8_e5m2,7.778074741363525,7.449410438537598
TransformerLM_LM1B_MultiRuntime_0,1,286,celo_int8,7.6492109298706055,7.374533653259277
TransformerLM_LM1B_MultiRuntime_0,1,286,celo_int4,7.7533416748046875,7.43026065826416
TransformerLM_LM1B_MultiRuntime_0,1,287,celo_fp32,6.834123611450195,6.55319881439209
TransformerLM_LM1B_MultiRuntime_0,1,287,celo_bf16,6.752591133117676,6.365663528442383
TransformerLM_LM1B_MultiRuntime_0,1,287,celo_fp16,6.842045783996582,6.526494979858398
TransformerLM_LM1B_MultiRuntime_0,1,287,celo_fp8_e4m3fn,6.841200828552246,6.555250644683838
TransformerLM_LM1B_MultiRuntime_0,1,287,celo_fp8_e5m2,6.8904829025268555,6.605914115905762
TransformerLM_LM1B_MultiRuntime_0,1,287,celo_int8,6.820775985717773,6.615464210510254
TransformerLM_LM1B_MultiRuntime_0,1,287,celo_int4,6.8432464599609375,6.585049629211426
TransformerLM_LM1B_MultiRuntime_0,1,288,celo_fp32,7.038202285766602,6.993093490600586
TransformerLM_LM1B_MultiRuntime_0,1,288,celo_bf16,6.998734951019287,7.0824689865112305
TransformerLM_LM1B_MultiRuntime_0,1,288,celo_fp16,7.023085594177246,7.043689727783203
TransformerLM_LM1B_MultiRuntime_0,1,288,celo_fp8_e4m3fn,7.140033721923828,7.035956382751465
TransformerLM_LM1B_MultiRuntime_0,1,288,celo_fp8_e5m2,7.094801425933838,6.933714389801025
TransformerLM_LM1B_MultiRuntime_0,1,288,celo_int8,7.045119285583496,6.982252597808838
TransformerLM_LM1B_MultiRuntime_0,1,288,celo_int4,7.05946159362793,6.947970390319824
TransformerLM_LM1B_MultiRuntime_0,1,289,celo_fp32,5.186631202697754,7.987124919891357
TransformerLM_LM1B_MultiRuntime_0,1,289,celo_bf16,5.451085090637207,7.9434051513671875
TransformerLM_LM1B_MultiRuntime_0,1,289,celo_fp16,5.244416236877441,8.03669548034668
TransformerLM_LM1B_MultiRuntime_0,1,289,celo_fp8_e4m3fn,5.232616424560547,7.993447303771973
TransformerLM_LM1B_MultiRuntime_0,1,289,celo_fp8_e5m2,5.318195343017578,8.108771324157715
TransformerLM_LM1B_MultiRuntime_0,1,289,celo_int8,5.320319175720215,7.978817939758301
TransformerLM_LM1B_MultiRuntime_0,1,289,celo_int4,5.124865531921387,7.895656108856201
TransformerLM_LM1B_MultiRuntime_0,1,290,celo_fp32,5.733487606048584,7.843592643737793
TransformerLM_LM1B_MultiRuntime_0,1,290,celo_bf16,5.851225852966309,7.662349224090576
TransformerLM_LM1B_MultiRuntime_0,1,290,celo_fp16,5.8865227699279785,7.68071174621582
TransformerLM_LM1B_MultiRuntime_0,1,290,celo_fp8_e4m3fn,5.869288444519043,7.72849178314209
TransformerLM_LM1B_MultiRuntime_0,1,290,celo_fp8_e5m2,5.791134834289551,7.660305500030518
TransformerLM_LM1B_MultiRuntime_0,1,290,celo_int8,5.7272539138793945,7.753655910491943
TransformerLM_LM1B_MultiRuntime_0,1,290,celo_int4,6.031682968139648,7.632838249206543
TransformerLM_LM1B_MultiRuntime_0,1,291,celo_fp32,6.55629825592041,6.668290138244629
TransformerLM_LM1B_MultiRuntime_0,1,291,celo_bf16,6.495155334472656,6.783613204956055
TransformerLM_LM1B_MultiRuntime_0,1,291,celo_fp16,6.607265949249268,6.747659683227539
TransformerLM_LM1B_MultiRuntime_0,1,291,celo_fp8_e4m3fn,6.597681045532227,6.682011604309082
TransformerLM_LM1B_MultiRuntime_0,1,291,celo_fp8_e5m2,6.684988975524902,6.794346809387207
TransformerLM_LM1B_MultiRuntime_0,1,291,celo_int8,6.6591010093688965,6.740856170654297
TransformerLM_LM1B_MultiRuntime_0,1,291,celo_int4,6.566144943237305,6.76908016204834
TransformerLM_LM1B_MultiRuntime_0,1,292,celo_fp32,5.537967681884766,6.797754287719727
TransformerLM_LM1B_MultiRuntime_0,1,292,celo_bf16,5.730912208557129,6.7555694580078125
TransformerLM_LM1B_MultiRuntime_0,1,292,celo_fp16,5.707996368408203,6.900030136108398
TransformerLM_LM1B_MultiRuntime_0,1,292,celo_fp8_e4m3fn,5.733309745788574,6.723341941833496
TransformerLM_LM1B_MultiRuntime_0,1,292,celo_fp8_e5m2,5.622340202331543,6.904035568237305
TransformerLM_LM1B_MultiRuntime_0,1,292,celo_int8,5.622239112854004,6.8439130783081055
TransformerLM_LM1B_MultiRuntime_0,1,292,celo_int4,5.714356422424316,6.87804651260376
TransformerLM_LM1B_MultiRuntime_0,1,293,celo_fp32,7.337689399719238,8.486602783203125
TransformerLM_LM1B_MultiRuntime_0,1,293,celo_bf16,7.2510504722595215,8.579191207885742
TransformerLM_LM1B_MultiRuntime_0,1,293,celo_fp16,7.335322380065918,8.575841903686523
TransformerLM_LM1B_MultiRuntime_0,1,293,celo_fp8_e4m3fn,7.3266706466674805,8.583017349243164
TransformerLM_LM1B_MultiRuntime_0,1,293,celo_fp8_e5m2,7.2334885597229,8.602604866027832
TransformerLM_LM1B_MultiRuntime_0,1,293,celo_int8,7.36393928527832,8.667102813720703
TransformerLM_LM1B_MultiRuntime_0,1,293,celo_int4,7.132288932800293,8.565057754516602
TransformerLM_LM1B_MultiRuntime_0,1,294,celo_fp32,6.230068206787109,6.7818498611450195
TransformerLM_LM1B_MultiRuntime_0,1,294,celo_bf16,6.186410903930664,6.763479232788086
TransformerLM_LM1B_MultiRuntime_0,1,294,celo_fp16,6.17889404296875,6.688543319702148
TransformerLM_LM1B_MultiRuntime_0,1,294,celo_fp8_e4m3fn,6.2765703201293945,6.637776851654053
TransformerLM_LM1B_MultiRuntime_0,1,294,celo_fp8_e5m2,6.154841899871826,6.705187797546387
TransformerLM_LM1B_MultiRuntime_0,1,294,celo_int8,6.255094051361084,6.619197845458984
TransformerLM_LM1B_MultiRuntime_0,1,294,celo_int4,6.108314514160156,6.735082626342773
TransformerLM_LM1B_MultiRuntime_0,1,295,celo_fp32,8.033907890319824,7.682915687561035
TransformerLM_LM1B_MultiRuntime_0,1,295,celo_bf16,8.109972953796387,7.7453227043151855
TransformerLM_LM1B_MultiRuntime_0,1,295,celo_fp16,8.05193042755127,7.696171283721924
TransformerLM_LM1B_MultiRuntime_0,1,295,celo_fp8_e4m3fn,8.027745246887207,7.75472354888916
TransformerLM_LM1B_MultiRuntime_0,1,295,celo_fp8_e5m2,8.036176681518555,7.7738800048828125
TransformerLM_LM1B_MultiRuntime_0,1,295,celo_int8,7.966185569763184,7.856778621673584
TransformerLM_LM1B_MultiRuntime_0,1,295,celo_int4,7.9639058113098145,7.708361625671387
TransformerLM_LM1B_MultiRuntime_0,1,296,celo_fp32,7.494786739349365,5.439429759979248
TransformerLM_LM1B_MultiRuntime_0,1,296,celo_bf16,7.526421546936035,5.683432102203369
TransformerLM_LM1B_MultiRuntime_0,1,296,celo_fp16,7.529440402984619,5.69471549987793
TransformerLM_LM1B_MultiRuntime_0,1,296,celo_fp8_e4m3fn,7.499386787414551,5.701601505279541
TransformerLM_LM1B_MultiRuntime_0,1,296,celo_fp8_e5m2,7.511501312255859,5.533946514129639
TransformerLM_LM1B_MultiRuntime_0,1,296,celo_int8,7.7456536293029785,5.606633186340332
TransformerLM_LM1B_MultiRuntime_0,1,296,celo_int4,7.461978912353516,5.565857887268066
TransformerLM_LM1B_MultiRuntime_0,1,297,celo_fp32,7.750020503997803,7.283107280731201
TransformerLM_LM1B_MultiRuntime_0,1,297,celo_bf16,7.76999568939209,7.075558662414551
TransformerLM_LM1B_MultiRuntime_0,1,297,celo_fp16,7.795945644378662,7.212713241577148
TransformerLM_LM1B_MultiRuntime_0,1,297,celo_fp8_e4m3fn,7.831341743469238,7.20040225982666
TransformerLM_LM1B_MultiRuntime_0,1,297,celo_fp8_e5m2,7.806066989898682,7.319822311401367
TransformerLM_LM1B_MultiRuntime_0,1,297,celo_int8,7.833468914031982,7.240779876708984
TransformerLM_LM1B_MultiRuntime_0,1,297,celo_int4,7.767745018005371,7.164649486541748
TransformerLM_LM1B_MultiRuntime_0,1,298,celo_fp32,7.44519567489624,6.596895217895508
TransformerLM_LM1B_MultiRuntime_0,1,298,celo_bf16,7.570422649383545,6.618432998657227
TransformerLM_LM1B_MultiRuntime_0,1,298,celo_fp16,7.640909194946289,6.728409767150879
TransformerLM_LM1B_MultiRuntime_0,1,298,celo_fp8_e4m3fn,7.526507377624512,6.660496234893799
TransformerLM_LM1B_MultiRuntime_0,1,298,celo_fp8_e5m2,7.651675701141357,6.6566009521484375
TransformerLM_LM1B_MultiRuntime_0,1,298,celo_int8,7.628182888031006,6.708705902099609
TransformerLM_LM1B_MultiRuntime_0,1,298,celo_int4,7.5969672203063965,6.61498498916626
TransformerLM_LM1B_MultiRuntime_0,1,299,celo_fp32,7.381012439727783,7.9583740234375
TransformerLM_LM1B_MultiRuntime_0,1,299,celo_bf16,7.363883972167969,8.035701751708984
TransformerLM_LM1B_MultiRuntime_0,1,299,celo_fp16,7.355902671813965,7.933598518371582
TransformerLM_LM1B_MultiRuntime_0,1,299,celo_fp8_e4m3fn,7.209560394287109,8.074288368225098
TransformerLM_LM1B_MultiRuntime_0,1,299,celo_fp8_e5m2,7.336842060089111,8.126632690429688
TransformerLM_LM1B_MultiRuntime_0,1,299,celo_int8,7.358794212341309,8.096968650817871
TransformerLM_LM1B_MultiRuntime_0,1,299,celo_int4,7.343020439147949,8.105588912963867
TransformerLM_LM1B_MultiRuntime_0,1,300,celo_fp32,7.902838706970215,6.975189208984375
TransformerLM_LM1B_MultiRuntime_0,1,300,celo_bf16,7.814743995666504,7.0705108642578125
TransformerLM_LM1B_MultiRuntime_0,1,300,celo_fp16,7.907503128051758,7.042156219482422
TransformerLM_LM1B_MultiRuntime_0,1,300,celo_fp8_e4m3fn,7.810210227966309,6.989708423614502
TransformerLM_LM1B_MultiRuntime_0,1,300,celo_fp8_e5m2,7.886963367462158,6.960300445556641
TransformerLM_LM1B_MultiRuntime_0,1,300,celo_int8,7.903091907501221,6.989429473876953
TransformerLM_LM1B_MultiRuntime_0,1,300,celo_int4,7.9150238037109375,6.895717620849609
TransformerLM_LM1B_MultiRuntime_0,1,301,celo_fp32,6.050076007843018,7.229920864105225
TransformerLM_LM1B_MultiRuntime_0,1,301,celo_bf16,6.1361541748046875,7.179832458496094
TransformerLM_LM1B_MultiRuntime_0,1,301,celo_fp16,5.956279277801514,7.182016372680664
TransformerLM_LM1B_MultiRuntime_0,1,301,celo_fp8_e4m3fn,5.923376083374023,7.177141189575195
TransformerLM_LM1B_MultiRuntime_0,1,301,celo_fp8_e5m2,6.019242286682129,7.326815128326416
TransformerLM_LM1B_MultiRuntime_0,1,301,celo_int8,6.154335021972656,7.153693199157715
TransformerLM_LM1B_MultiRuntime_0,1,301,celo_int4,5.907171726226807,7.204943656921387
TransformerLM_LM1B_MultiRuntime_0,1,302,celo_fp32,6.497556686401367,8.284368515014648
TransformerLM_LM1B_MultiRuntime_0,1,302,celo_bf16,6.431963920593262,8.068865776062012
TransformerLM_LM1B_MultiRuntime_0,1,302,celo_fp16,6.326783180236816,8.38693618774414
TransformerLM_LM1B_MultiRuntime_0,1,302,celo_fp8_e4m3fn,6.413531303405762,8.135448455810547
TransformerLM_LM1B_MultiRuntime_0,1,302,celo_fp8_e5m2,6.3883819580078125,8.106865882873535
TransformerLM_LM1B_MultiRuntime_0,1,302,celo_int8,6.331594467163086,8.137645721435547
TransformerLM_LM1B_MultiRuntime_0,1,302,celo_int4,6.241613864898682,8.171428680419922
TransformerLM_LM1B_MultiRuntime_0,1,303,celo_fp32,7.7212018966674805,6.856022834777832
TransformerLM_LM1B_MultiRuntime_0,1,303,celo_bf16,7.597326755523682,6.934879302978516
TransformerLM_LM1B_MultiRuntime_0,1,303,celo_fp16,7.611297130584717,6.947127342224121
TransformerLM_LM1B_MultiRuntime_0,1,303,celo_fp8_e4m3fn,7.628012657165527,6.951549530029297
TransformerLM_LM1B_MultiRuntime_0,1,303,celo_fp8_e5m2,7.65044641494751,6.961883544921875
TransformerLM_LM1B_MultiRuntime_0,1,303,celo_int8,7.767843246459961,6.923617362976074
TransformerLM_LM1B_MultiRuntime_0,1,303,celo_int4,7.655534744262695,6.811259746551514
TransformerLM_LM1B_MultiRuntime_0,1,304,celo_fp32,6.884239196777344,6.628034591674805
TransformerLM_LM1B_MultiRuntime_0,1,304,celo_bf16,6.8565239906311035,6.648637771606445
TransformerLM_LM1B_MultiRuntime_0,1,304,celo_fp16,6.956252098083496,6.7179036140441895
TransformerLM_LM1B_MultiRuntime_0,1,304,celo_fp8_e4m3fn,7.048031806945801,6.782414436340332
TransformerLM_LM1B_MultiRuntime_0,1,304,celo_fp8_e5m2,7.082605838775635,6.7166218757629395
TransformerLM_LM1B_MultiRuntime_0,1,304,celo_int8,6.945375442504883,6.759393692016602
TransformerLM_LM1B_MultiRuntime_0,1,304,celo_int4,6.995325088500977,6.643791198730469
TransformerLM_LM1B_MultiRuntime_0,1,305,celo_fp32,7.392820358276367,6.7084856033325195
TransformerLM_LM1B_MultiRuntime_0,1,305,celo_bf16,7.312411308288574,6.721245765686035
TransformerLM_LM1B_MultiRuntime_0,1,305,celo_fp16,7.3934526443481445,6.58065938949585
TransformerLM_LM1B_MultiRuntime_0,1,305,celo_fp8_e4m3fn,7.411536693572998,6.726151466369629
TransformerLM_LM1B_MultiRuntime_0,1,305,celo_fp8_e5m2,7.399931907653809,6.680929183959961
TransformerLM_LM1B_MultiRuntime_0,1,305,celo_int8,7.449838638305664,6.7145819664001465
TransformerLM_LM1B_MultiRuntime_0,1,305,celo_int4,7.485179424285889,6.659741401672363
TransformerLM_LM1B_MultiRuntime_0,1,306,celo_fp32,8.136215209960938,6.780884265899658
TransformerLM_LM1B_MultiRuntime_0,1,306,celo_bf16,8.072957992553711,6.98361349105835
TransformerLM_LM1B_MultiRuntime_0,1,306,celo_fp16,8.153691291809082,6.740011692047119
TransformerLM_LM1B_MultiRuntime_0,1,306,celo_fp8_e4m3fn,8.200777053833008,6.925212860107422
TransformerLM_LM1B_MultiRuntime_0,1,306,celo_fp8_e5m2,8.237353324890137,6.982949733734131
TransformerLM_LM1B_MultiRuntime_0,1,306,celo_int8,8.208250045776367,6.889187812805176
TransformerLM_LM1B_MultiRuntime_0,1,306,celo_int4,8.082794189453125,6.8688154220581055
TransformerLM_LM1B_MultiRuntime_0,1,307,celo_fp32,6.940942764282227,6.041231155395508
TransformerLM_LM1B_MultiRuntime_0,1,307,celo_bf16,7.0335469245910645,6.136203765869141
TransformerLM_LM1B_MultiRuntime_0,1,307,celo_fp16,7.011656761169434,6.10876989364624
TransformerLM_LM1B_MultiRuntime_0,1,307,celo_fp8_e4m3fn,6.8812031745910645,6.1190266609191895
TransformerLM_LM1B_MultiRuntime_0,1,307,celo_fp8_e5m2,7.117234230041504,6.157344818115234
TransformerLM_LM1B_MultiRuntime_0,1,307,celo_int8,7.005290985107422,6.1924147605896
TransformerLM_LM1B_MultiRuntime_0,1,307,celo_int4,6.997600555419922,6.158722877502441
TransformerLM_LM1B_MultiRuntime_0,1,308,celo_fp32,5.58244514465332,7.202847003936768
TransformerLM_LM1B_MultiRuntime_0,1,308,celo_bf16,5.713345527648926,7.158768653869629
TransformerLM_LM1B_MultiRuntime_0,1,308,celo_fp16,5.707186222076416,7.266266345977783
TransformerLM_LM1B_MultiRuntime_0,1,308,celo_fp8_e4m3fn,5.714747428894043,7.221732139587402
TransformerLM_LM1B_MultiRuntime_0,1,308,celo_fp8_e5m2,5.722452163696289,7.349522590637207
TransformerLM_LM1B_MultiRuntime_0,1,308,celo_int8,5.7181396484375,7.317707061767578
TransformerLM_LM1B_MultiRuntime_0,1,308,celo_int4,5.607082366943359,7.1723198890686035
TransformerLM_LM1B_MultiRuntime_0,1,309,celo_fp32,6.323941707611084,7.351770877838135
TransformerLM_LM1B_MultiRuntime_0,1,309,celo_bf16,6.36431884765625,7.417496681213379
TransformerLM_LM1B_MultiRuntime_0,1,309,celo_fp16,6.207343101501465,7.3050127029418945
TransformerLM_LM1B_MultiRuntime_0,1,309,celo_fp8_e4m3fn,6.4336137771606445,7.285422325134277
TransformerLM_LM1B_MultiRuntime_0,1,309,celo_fp8_e5m2,6.38601541519165,7.347186088562012
TransformerLM_LM1B_MultiRuntime_0,1,309,celo_int8,6.366010665893555,7.387692451477051
TransformerLM_LM1B_MultiRuntime_0,1,309,celo_int4,6.2442779541015625,7.253159523010254
TransformerLM_LM1B_MultiRuntime_0,1,310,celo_fp32,8.820365905761719,6.911166667938232
TransformerLM_LM1B_MultiRuntime_0,1,310,celo_bf16,8.771722793579102,6.971094608306885
TransformerLM_LM1B_MultiRuntime_0,1,310,celo_fp16,8.866600036621094,7.0013427734375
TransformerLM_LM1B_MultiRuntime_0,1,310,celo_fp8_e4m3fn,8.763747215270996,7.061090469360352
TransformerLM_LM1B_MultiRuntime_0,1,310,celo_fp8_e5m2,8.790056228637695,7.042694568634033
TransformerLM_LM1B_MultiRuntime_0,1,310,celo_int8,8.718592643737793,7.201488018035889
TransformerLM_LM1B_MultiRuntime_0,1,310,celo_int4,8.737852096557617,7.110904693603516
TransformerLM_LM1B_MultiRuntime_0,1,311,celo_fp32,6.619516849517822,6.367981433868408
TransformerLM_LM1B_MultiRuntime_0,1,311,celo_bf16,6.638007640838623,6.252771854400635
TransformerLM_LM1B_MultiRuntime_0,1,311,celo_fp16,6.625235080718994,6.250220775604248
TransformerLM_LM1B_MultiRuntime_0,1,311,celo_fp8_e4m3fn,6.560286045074463,6.35784387588501
TransformerLM_LM1B_MultiRuntime_0,1,311,celo_fp8_e5m2,6.708710670471191,6.36108922958374
TransformerLM_LM1B_MultiRuntime_0,1,311,celo_int8,6.582006454467773,6.307267189025879
TransformerLM_LM1B_MultiRuntime_0,1,311,celo_int4,6.533334732055664,6.209865093231201
TransformerLM_LM1B_MultiRuntime_0,1,312,celo_fp32,7.164399147033691,6.754603385925293
TransformerLM_LM1B_MultiRuntime_0,1,312,celo_bf16,7.149301052093506,6.665835380554199
TransformerLM_LM1B_MultiRuntime_0,1,312,celo_fp16,7.196233749389648,6.697257995605469
